year,rank,rider,time,team,margin,winning_time_parts,finishing_time_parts,country
1983,15,pedro delgado (esp),"+ 25' 44""",reynolds,"[0, 25, 44]","[105, 7, 52]","[105, 32, 96]",esp
1983,16,edgar corredor (col),"+ 26' 08""",varta–colombia,"[0, 26, 8]","[105, 7, 52]","[105, 33, 60]",col
1983,17,josé patrocinio jiménez (col),"+ 28' 05""",varta–colombia,"[0, 28, 5]","[105, 7, 52]","[105, 35, 57]",col
1983,18,claude criquielion (bel),"+ 33' 29""",splendor–euro shop,"[0, 33, 29]","[105, 7, 52]","[105, 40, 81]",bel
1983,19,jacques michaud (fra),"+ 35' 34""",coop–mercier–mavic,"[0, 35, 34]","[105, 7, 52]","[105, 42, 86]",fra
1983,20,christian seznec (fra),"+ 39' 49""",wolber–spidel,"[0, 39, 49]","[105, 7, 52]","[105, 46, 101]",fra
1983,21,pierre bazzo (fra),"+ 40' 34""",coop–mercier–mavic,"[0, 40, 34]","[105, 7, 52]","[105, 47, 86]",fra
1983,22,beat breu (sui),"+ 43' 53""",cilo–aufina,"[0, 43, 53]","[105, 7, 52]","[105, 50, 105]",sui
1983,23,joop zoetemelk (ned),"+ 47' 40""",coop–mercier–mavic,"[0, 47, 40]","[105, 7, 52]","[105, 54, 92]",ned
1983,24,éric caritoux (fra),"+ 52' 56""",sem–reydel–mavic,"[0, 52, 56]","[105, 7, 52]","[105, 59, 108]",fra
1983,25,jean-luc vandenbroucke (bel),"+ 54' 08""",la redoute–motobécane,"[0, 54, 8]","[105, 7, 52]","[105, 61, 60]",bel
1983,26,dominique arnaud (fra),"+ 57' 23""",wolber–spidel,"[0, 57, 23]","[105, 7, 52]","[105, 64, 75]",fra
1983,27,gerard veldscholten (ned),"+ 1h 00' 00""",ti–raleigh–campagnolo,"[1, 0, 0]","[105, 7, 52]","[106, 7, 52]",ned
1983,28,kim andersen (den),"+ 1h 02' 58""",coop–mercier–mavic,"[1, 2, 58]","[105, 7, 52]","[106, 9, 110]",den
1983,29,theo de rooij (ned),"+ 1h 05' 41""",ti–raleigh–campagnolo,"[1, 5, 41]","[105, 7, 52]","[106, 12, 93]",ned
1983,30,marc durant (fra),"+ 1h 09' 28""",wolber–spidel,"[1, 9, 28]","[105, 7, 52]","[106, 16, 80]",fra
1983,31,antonio ferretti (sui),"+ 1h 11' 33""",cilo–aufina,"[1, 11, 33]","[105, 7, 52]","[106, 18, 85]",sui
1983,32,pierre le bigaut (fra),"+ 1h 14' 22""",coop–mercier–mavic,"[1, 14, 22]","[105, 7, 52]","[106, 21, 74]",fra
1983,33,alain vigneron (fra),"+ 1h 18' 13""",renault–elf,"[1, 18, 13]","[105, 7, 52]","[106, 25, 65]",fra
1983,34,bernard gavillet (sui),"+ 1h 21' 06""",cilo–aufina,"[1, 21, 6]","[105, 7, 52]","[106, 28, 58]",sui
1983,35,didier vanoverschelde (fra),"+ 1h 24' 19""",la redoute–motobécane,"[1, 24, 19]","[105, 7, 52]","[106, 31, 71]",fra
1983,36,patrick clerc (fra),"+ 1h 25' 40""",sem–reydel–mavic,"[1, 25, 40]","[105, 7, 52]","[106, 32, 92]",fra
1983,37,adri van der poel (ned),"+ 1h 29' 53""",jacky aernoudt–rossin–campagnolo,"[1, 29, 53]","[105, 7, 52]","[106, 36, 105]",ned
1983,38,patrick bonnet (fra),"+ 1h 31' 53""",wolber–spidel,"[1, 31, 53]","[105, 7, 52]","[106, 38, 105]",fra
1983,39,alfio vandi (ita),"+ 1h 32' 59""",metauro mobili–pinarello,"[1, 32, 59]","[105, 7, 52]","[106, 39, 111]",ita
1983,40,dominique garde (fra),"+ 1h 33' 50""",peugeot–shell–michelin,"[1, 33, 50]","[105, 7, 52]","[106, 40, 102]",fra
1983,41,philippe leleu (fra),"+ 1h 34' 08""",wolber–spidel,"[1, 34, 8]","[105, 7, 52]","[106, 41, 60]",fra
1983,42,frits pirard (ned),"+ 1h 39' 22""",metauro mobili–pinarello,"[1, 39, 22]","[105, 7, 52]","[106, 46, 74]",ned
1983,43,raymond martin (fra),"+ 1h 40' 25""",coop–mercier–mavic,"[1, 40, 25]","[105, 7, 52]","[106, 47, 77]",fra
1983,44,abelardo rios (col),"+ 1h 40' 59""",varta–colombia,"[1, 40, 59]","[105, 7, 52]","[106, 47, 111]",col
1983,45,christian jourdan (fra),"+ 1h 42' 45""",la redoute–motobécane,"[1, 42, 45]","[105, 7, 52]","[106, 49, 97]",fra
1983,46,celestino prieto (esp),"+ 1h 46' 08""",reynolds,"[1, 46, 8]","[105, 7, 52]","[106, 53, 60]",esp
1983,47,philippe chevallier (fra),"+ 1h 50' 10""",renault–elf,"[1, 50, 10]","[105, 7, 52]","[106, 57, 62]",fra
1983,48,ludwig wijnants (bel),"+ 1h 50' 12""",boule d'or–colnago,"[1, 50, 12]","[105, 7, 52]","[106, 57, 64]",bel
1983,49,paul haghedooren (bel),"+ 1h 51' 17""",splendor–euro shop,"[1, 51, 17]","[105, 7, 52]","[106, 58, 69]",bel
1983,50,hubert linard (fra),"+ 1h 53' 15""",peugeot–shell–michelin,"[1, 53, 15]","[105, 7, 52]","[106, 60, 67]",fra
1983,51,anastasio greciano (esp),"+ 1h 53' 52""",reynolds,"[1, 53, 52]","[105, 7, 52]","[106, 60, 104]",esp
1983,52,lucien didier (lux),"+ 1h 54' 45""",renault–elf,"[1, 54, 45]","[105, 7, 52]","[106, 61, 97]",lux
1983,53,bernard bourreau (fra),"+ 1h 54' 46""",peugeot–shell–michelin,"[1, 54, 46]","[105, 7, 52]","[106, 61, 98]",fra
1983,54,jesus hernández (esp),"+ 1h 58' 39""",reynolds,"[1, 58, 39]","[105, 7, 52]","[106, 65, 91]",esp
1983,55,carlos hernández (esp),"+ 1h 58' 46""",reynolds,"[1, 58, 46]","[105, 7, 52]","[106, 65, 98]",esp
1983,56,charly berard (fra),"+ 1h 59' 05""",renault–elf,"[1, 59, 5]","[105, 7, 52]","[106, 66, 57]",fra
1983,57,samuel cabrera (col),"+ 2h 03' 48""",varta–colombia,"[2, 3, 48]","[105, 7, 52]","[107, 10, 100]",col
1983,58,bernard vallet (fra),"+ 2h 04' 02""",la redoute–motobécane,"[2, 4, 2]","[105, 7, 52]","[107, 11, 54]",fra
1983,59,gilbert duclos-lassalle (fra),"+ 2h 05' 18""",peugeot–shell–michelin,"[2, 5, 18]","[105, 7, 52]","[107, 12, 70]",fra
1983,60,claude moreau (fra),"+ 2h 06' 10""",coop–mercier–mavic,"[2, 6, 10]","[105, 7, 52]","[107, 13, 62]",fra
1983,61,pascal jules (fra),"+ 2h 06' 29""",renault–elf,"[2, 6, 29]","[105, 7, 52]","[107, 13, 81]",fra
1983,62,jacques bossis (fra),"+ 2h 06' 50""",peugeot–shell–michelin,"[2, 6, 50]","[105, 7, 52]","[107, 13, 102]",fra
1983,63,hendrik devos (bel),"+ 2h 07' 46""",splendor–euro shop,"[2, 7, 46]","[105, 7, 52]","[107, 14, 98]",bel
1983,64,alfonso lopez (col),"+ 2h 09' 42""",varta–colombia,"[2, 9, 42]","[105, 7, 52]","[107, 16, 94]",col
1983,65,dominique gaigne (fra),"+ 2h 09' 58""",renault–elf,"[2, 9, 58]","[105, 7, 52]","[107, 16, 110]",fra
1983,66,jean-françois rodriguez (fra),"+ 2h 10' 29""",wolber–spidel,"[2, 10, 29]","[105, 7, 52]","[107, 17, 81]",fra
1983,67,rudy rogiers (bel),"+ 2h 10' 38""",jacky aernoudt–rossin–campagnolo,"[2, 10, 38]","[105, 7, 52]","[107, 17, 90]",bel
1983,68,jan wijnants (bel),"+ 2h 10' 53""",boule d'or–colnago,"[2, 10, 53]","[105, 7, 52]","[107, 17, 105]",bel
1983,69,graham jones (gbr),"+ 2h 15' 03""",wolber–spidel,"[2, 15, 3]","[105, 7, 52]","[107, 22, 55]",gbr
1983,70,eugène urbany (lux),"+ 2h 16' 43""",boule d'or–colnago,"[2, 16, 43]","[105, 7, 52]","[107, 23, 95]",lux
1983,71,serge demierre (sui),"+ 2h 19' 33""",cilo–aufina,"[2, 19, 33]","[105, 7, 52]","[107, 26, 85]",sui
1983,72,johan lammerts (ned),"+ 2h 21' 15""",ti–raleigh–campagnolo,"[2, 21, 15]","[105, 7, 52]","[107, 28, 67]",ned
1983,73,ludo de keulenaer (bel),"+ 2h 22' 37""",ti–raleigh–campagnolo,"[2, 22, 37]","[105, 7, 52]","[107, 29, 89]",bel
1983,74,eric dall'armelina (fra),"+ 2h 25' 54""",sem–reydel–mavic,"[2, 25, 54]","[105, 7, 52]","[107, 32, 106]",fra
1983,75,enrique aja (esp),"+ 2h 29' 49""",reynolds,"[2, 29, 49]","[105, 7, 52]","[107, 36, 101]",esp
1983,76,jean-louis gauthier (fra),"+ 2h 32' 15""",coop–mercier–mavic,"[2, 32, 15]","[105, 7, 52]","[107, 39, 67]",fra
1983,77,guy janiszewski (bel),"+ 2h 35' 19""",boule d'or–colnago,"[2, 35, 19]","[105, 7, 52]","[107, 42, 71]",bel
1983,78,frédéric brun (fra),"+ 2h 44' 00""",peugeot–shell–michelin,"[2, 44, 0]","[105, 7, 52]","[107, 51, 52]",fra
1983,79,laurent biondi (fra),"+ 2h 44' 04""",la redoute–motobécane,"[2, 44, 4]","[105, 7, 52]","[107, 51, 56]",fra
1983,80,jan van houwelingen (ned),"+ 2h 45' 47""",boule d'or–colnago,"[2, 45, 47]","[105, 7, 52]","[107, 52, 99]",ned
1983,81,henri manders (ned),"+ 2h 56' 46""",jacky aernoudt–rossin–campagnolo,"[2, 56, 46]","[105, 7, 52]","[107, 63, 98]",ned
1983,82,marc dierickx (bel),"+ 2h 57' 16""",jacky aernoudt–rossin–campagnolo,"[2, 57, 16]","[105, 7, 52]","[107, 64, 68]",bel
1983,83,julius thalmann (sui),"+ 3h 01' 48""",cilo–aufina,"[3, 1, 48]","[105, 7, 52]","[108, 8, 100]",sui
1983,84,erich mächler (sui),"+ 3h 16' 31""",cilo–aufina,"[3, 16, 31]","[105, 7, 52]","[108, 23, 83]",sui
1983,85,gilbert glaus (sui),"+ 3h 33' 56""",cilo–aufina,"[3, 33, 56]","[105, 7, 52]","[108, 40, 108]",sui
1983,86,guy gallopin (fra),"+ 3h 34' 57""",la redoute–motobécane,"[3, 34, 57]","[105, 7, 52]","[108, 41, 109]",fra
1983,87,marcel russenberger (sui),"+ 3h 42' 07""",cilo–aufina,"[3, 42, 7]","[105, 7, 52]","[108, 49, 59]",sui
1983,88,marcel laurens (bel),"+ 4h 02' 46""",jacky aernoudt–rossin–campagnolo,"[4, 2, 46]","[105, 7, 52]","[109, 9, 98]",bel
1984,1,laurent fignon (fra),"112h 03' 40""",renault–elf,"[0, 0, 0]","[112, 3, 40]","[112, 3, 40]",fra
1984,2,bernard hinault (fra),"+ 10' 32""",la vie claire,"[0, 10, 32]","[112, 3, 40]","[112, 13, 72]",fra
1984,3,greg lemond (usa),"+ 11' 46""",renault–elf,"[0, 11, 46]","[112, 3, 40]","[112, 14, 86]",usa
1984,4,robert millar (gbr),"+ 14' 42""",peugeot–shell–michelin,"[0, 14, 42]","[112, 3, 40]","[112, 17, 82]",gbr
1984,5,sean kelly (ire),"+ 16' 35""",skil–reydel–sem–mavic,"[0, 16, 35]","[112, 3, 40]","[112, 19, 75]",ire
1984,6,ángel arroyo (esp),"+ 19' 22""",reynolds,"[0, 19, 22]","[112, 3, 40]","[112, 22, 62]",esp
1984,7,pascal simon (fra),"+ 21' 17""",peugeot–shell–michelin,"[0, 21, 17]","[112, 3, 40]","[112, 24, 57]",fra
1984,8,pedro muñoz machín rodríguez (esp),"+ 26' 17""",teka,"[0, 26, 17]","[112, 3, 40]","[112, 29, 57]",esp
1984,9,claude criquielion (bel),"+ 29' 12""",splendor–mondial moquettes–marc,"[0, 29, 12]","[112, 3, 40]","[112, 32, 52]",bel
1984,10,phil anderson (aus),"+ 29' 16""",panasonic–raleigh,"[0, 29, 16]","[112, 3, 40]","[112, 32, 56]",aus
1984,11,niki rüttimann (sui),"+ 30' 58""",la vie claire,"[0, 30, 58]","[112, 3, 40]","[112, 33, 98]",sui
1984,12,rafaël antonio acevedo (col),"+ 33' 32""",varta–café de colombia,"[0, 33, 32]","[112, 3, 40]","[112, 36, 72]",col
1984,13,jean-marie grezet (sui),"+ 33' 41""",skil–reydel–sem–mavic,"[0, 33, 41]","[112, 3, 40]","[112, 36, 81]",sui
1984,14,éric caritoux (fra),"+ 36' 28""",skil–reydel–sem–mavic,"[0, 36, 28]","[112, 3, 40]","[112, 39, 68]",fra
1984,15,josé patrocinio jiménez (col),"+ 37' 49""",teka,"[0, 37, 49]","[112, 3, 40]","[112, 40, 89]",col
1984,16,gerard veldscholten (ned),"+ 41' 54""",panasonic–raleigh,"[0, 41, 54]","[112, 3, 40]","[112, 44, 94]",ned
1984,17,michel laurent (fra),"+ 44' 33""",coop–hoonved,"[0, 44, 33]","[112, 3, 40]","[112, 47, 73]",fra
1984,18,alfonso florez (col),"+ 45' 33""",varta–café de colombia,"[0, 45, 33]","[112, 3, 40]","[112, 48, 73]",col
1984,19,josé antonio agudelo gómez (col),"+ 49' 25""",varta–café de colombia,"[0, 49, 25]","[112, 3, 40]","[112, 52, 65]",col
1984,20,bernard gavillet (sui),"+ 51' 02""",cilo–aufina–crans–montana,"[0, 51, 2]","[112, 3, 40]","[112, 54, 42]",sui
1984,21,pascal jules (fra),"+ 51' 53""",renault–elf,"[0, 51, 53]","[112, 3, 40]","[112, 54, 93]",fra
1984,22,luciano loro (ita),"+ 52' 37""",carrera–inoxpran,"[0, 52, 37]","[112, 3, 40]","[112, 55, 77]",ita
1984,23,frédéric vichot (fra),"+ 53' 18""",skil–reydel–sem–mavic,"[0, 53, 18]","[112, 3, 40]","[112, 56, 58]",fra
1984,24,guy nulens (bel),"+ 53' 25""",panasonic–raleigh,"[0, 53, 25]","[112, 3, 40]","[112, 56, 65]",bel
1984,25,stephen roche (ire),"+ 56' 36""",la redoute,"[0, 56, 36]","[112, 3, 40]","[112, 59, 76]",ire
1984,26,peter winnen (ned),"+ 58' 14""",panasonic–raleigh,"[0, 58, 14]","[112, 3, 40]","[112, 61, 54]",ned
1984,27,luis herrera (col),"+ 58' 30""",varta–café de colombia,"[0, 58, 30]","[112, 3, 40]","[112, 61, 70]",col
1984,28,vincent barteau (fra),"+ 1h 00' 02""",renault–elf,"[1, 0, 2]","[112, 3, 40]","[113, 3, 42]",fra
1984,29,gilles mas (fra),"+ 1h 05' 38""",skil–reydel–sem–mavic,"[1, 5, 38]","[112, 3, 40]","[113, 8, 78]",fra
1984,30,joop zoetemelk (ned),"+ 1h 06' 02""",kwantum–decosol–yoko,"[1, 6, 2]","[112, 3, 40]","[113, 9, 42]",ned
1984,31,jonathan boyer (usa),"+ 1h 07' 03""",skil–reydel–sem–mavic,"[1, 7, 3]","[112, 3, 40]","[113, 10, 43]",usa
1984,32,samuel cabrera (col),"+ 1h 07' 17""",varta–café de colombia,"[1, 7, 17]","[112, 3, 40]","[113, 10, 57]",col
1984,33,dominique garde (fra),"+ 1h 09' 58""",peugeot–shell–michelin,"[1, 9, 58]","[112, 3, 40]","[113, 12, 98]",fra
1984,34,celestino prieto (esp),"+ 1h 10' 23""",reynolds,"[1, 10, 23]","[112, 3, 40]","[113, 13, 63]",esp
1984,35,marc madiot (fra),"+ 1h 13' 03""",renault–elf,"[1, 13, 3]","[112, 3, 40]","[113, 16, 43]",fra
1984,36,jérôme simon (fra),"+ 1h 16' 33""",la redoute,"[1, 16, 33]","[112, 3, 40]","[113, 19, 73]",fra
1984,37,marc durant (fra),"+ 1h 17' 22""",système u,"[1, 17, 22]","[112, 3, 40]","[113, 20, 62]",fra
1984,38,robert alban (fra),"+ 1h 18' 03""",la redoute,"[1, 18, 3]","[112, 3, 40]","[113, 21, 43]",fra
1984,39,federico echave (esp),"+ 1h 22' 59""",teka,"[1, 22, 59]","[112, 3, 40]","[113, 25, 99]",esp
1984,40,henk lubberding (ned),"+ 1h 23' 52""",panasonic–raleigh,"[1, 23, 52]","[112, 3, 40]","[113, 26, 92]",ned
1984,41,josé luis laguía (esp),"+ 1h 24' 02""",reynolds,"[1, 24, 2]","[112, 3, 40]","[113, 27, 42]",esp
1984,42,jean-philippe vandenbrande (bel),"+ 1h 24' 13""",splendor–mondial moquettes–marc,"[1, 24, 13]","[112, 3, 40]","[113, 27, 53]",bel
1984,43,beat breu (sui),"+ 1h 25' 21""",cilo–aufina–crans–montana,"[1, 25, 21]","[112, 3, 40]","[113, 28, 61]",sui
1984,44,pierre le bigaut (fra),"+ 1h 26' 51""",coop–hoonved,"[1, 26, 51]","[112, 3, 40]","[113, 29, 91]",fra
1984,45,francisco rodríguez (col),"+ 1h 28' 35""",splendor–mondial moquettes–marc,"[1, 28, 35]","[112, 3, 40]","[113, 31, 75]",col
1984,46,yvon madiot (fra),"+ 1h 29' 39""",renault–elf,"[1, 29, 39]","[112, 3, 40]","[113, 32, 79]",fra
1984,47,alain vigneron (fra),"+ 1h 29' 49""",la vie claire,"[1, 29, 49]","[112, 3, 40]","[113, 32, 89]",fra
1984,48,marc sergeant (bel),"+ 1h 31' 13""",europ decor–boule d'or,"[1, 31, 13]","[112, 3, 40]","[113, 34, 53]",bel
1984,49,charly berard (fra),"+ 1h 33' 15""",la vie claire,"[1, 33, 15]","[112, 3, 40]","[113, 36, 55]",fra
1984,50,kim andersen (den),"+ 1h 33' 23""",coop–hoonved,"[1, 33, 23]","[112, 3, 40]","[113, 36, 63]",den
1984,51,enrique aja (esp),"+ 1h 33' 53""",reynolds,"[1, 33, 53]","[112, 3, 40]","[113, 36, 93]",esp
1984,52,julián gorospe (esp),"+ 1h 37' 23""",reynolds,"[1, 37, 23]","[112, 3, 40]","[113, 40, 63]",esp
1984,53,carlos hernández (esp),"+ 1h 37' 30""",reynolds,"[1, 37, 30]","[112, 3, 40]","[113, 40, 70]",esp
1984,54,dominique arnaud (fra),"+ 1h 37' 50""",la vie claire,"[1, 37, 50]","[112, 3, 40]","[113, 40, 90]",fra
1984,55,pierre-henri menthéour (fra),"+ 1h 38' 51""",renault–elf,"[1, 38, 51]","[112, 3, 40]","[113, 41, 91]",fra
1984,56,hennie kuiper (ned),"+ 1h 39' 30""",kwantum–decosol–yoko,"[1, 39, 30]","[112, 3, 40]","[113, 42, 70]",ned
1984,57,ludo peeters (bel),"+ 1h 39' 59""",kwantum–decosol–yoko,"[1, 39, 59]","[112, 3, 40]","[113, 42, 99]",bel
1984,58,urs zimmermann (sui),"+ 1h 40' 39""",cilo–aufina–crans–montana,"[1, 40, 39]","[112, 3, 40]","[113, 43, 79]",sui
1984,59,theo de rooij (ned),"+ 1h 42' 20""",panasonic–raleigh,"[1, 42, 20]","[112, 3, 40]","[113, 45, 60]",ned
1984,60,herman loaiza (col),"+ 1h 43' 55""",varta–café de colombia,"[1, 43, 55]","[112, 3, 40]","[113, 46, 95]",col
1984,61,antonio ferretti (sui),"+ 1h 47' 24""",cilo–aufina–crans–montana,"[1, 47, 24]","[112, 3, 40]","[113, 50, 64]",sui
1984,62,maurice le guilloux (fra),"+ 1h 48' 38""",la vie claire,"[1, 48, 38]","[112, 3, 40]","[113, 51, 78]",fra
1984,63,guy gallopin (fra),"+ 1h 49' 07""",skil–reydel–sem–mavic,"[1, 49, 7]","[112, 3, 40]","[113, 52, 47]",fra
1984,64,raimund dietzen (frg),"+ 1h 49' 31""",teka,"[1, 49, 31]","[112, 3, 40]","[113, 52, 71]",frg
1984,65,alfonso lopez (col),"+ 1h 49' 59""",varta–café de colombia,"[1, 49, 59]","[112, 3, 40]","[113, 52, 99]",col
1984,66,antonio coll (esp),"+ 1h 52' 04""",teka,"[1, 52, 4]","[112, 3, 40]","[113, 55, 44]",esp
1984,67,andré chappuis (fra),"+ 1h 52' 04""",système u,"[1, 52, 4]","[112, 3, 40]","[113, 55, 44]",fra
1984,68,rené martens (bel),"+ 1h 52' 25""",teka,"[1, 52, 25]","[112, 3, 40]","[113, 55, 65]",bel
1984,69,yvan frebert (fra),"+ 1h 53' 58""",système u,"[1, 53, 58]","[112, 3, 40]","[113, 56, 98]",fra
1984,70,glauco santoni (ita),"+ 1h 54' 28""",carrera–inoxpran,"[1, 54, 28]","[112, 3, 40]","[113, 57, 68]",ita
1984,71,jesús hernández úbeda (esp),"+ 1h 55' 17""",reynolds,"[1, 55, 17]","[112, 3, 40]","[113, 58, 57]",esp
1984,72,lucien didier (lux),"+ 1h 56' 39""",renault–elf,"[1, 56, 39]","[112, 3, 40]","[113, 59, 79]",lux
1984,73,bernard vallet (fra),"+ 1h 58' 23""",la vie claire,"[1, 58, 23]","[112, 3, 40]","[113, 61, 63]",fra
1984,74,alfons de wolf (bel),"+ 1h 58' 36""",europ decor–boule d'or,"[1, 58, 36]","[112, 3, 40]","[113, 61, 76]",bel
1984,75,leo van vliet (ned),"+ 1h 58' 52""",kwantum–decosol–yoko,"[1, 58, 52]","[112, 3, 40]","[113, 61, 92]",ned
1984,76,bruno leali (ita),"+ 2h 03' 40""",carrera–inoxpran,"[2, 3, 40]","[112, 3, 40]","[114, 6, 80]",ita
1984,77,marco antonio chagas (por),"+ 2h 08' 15""",sporting–raposeira,"[2, 8, 15]","[112, 3, 40]","[114, 11, 55]",por
1984,78,israel corredor (col),"+ 2h 09' 31""",varta–café de colombia,"[2, 9, 31]","[112, 3, 40]","[114, 12, 71]",col
1984,79,patrick clerc (fra),"+ 2h 11' 29""",skil–reydel–sem–mavic,"[2, 11, 29]","[112, 3, 40]","[114, 14, 69]",fra
1984,80,pascal poisson (fra),"+ 2h 11' 37""",renault–elf,"[2, 11, 37]","[112, 3, 40]","[114, 14, 77]",fra
1984,81,giancarlo perini (ita),"+ 2h 12' 08""",carrera–inoxpran,"[2, 12, 8]","[112, 3, 40]","[114, 15, 48]",ita
1984,82,jean-françois rault (fra),"+ 2h 12' 17""",la vie claire,"[2, 12, 17]","[112, 3, 40]","[114, 15, 57]",fra
1984,83,alain dithurbide (fra),"+ 2h 13' 02""",sporting–raposeira,"[2, 13, 2]","[112, 3, 40]","[114, 16, 42]",fra
1984,84,erich mächler (sui),"+ 2h 15' 23""",cilo–aufina–crans–montana,"[2, 15, 23]","[112, 3, 40]","[114, 18, 63]",sui
1984,85,patrick bonnet (fra),"+ 2h 17' 18""",système u,"[2, 17, 18]","[112, 3, 40]","[114, 20, 58]",fra
1984,86,bernard bourreau (fra),"+ 2h 20' 29""",peugeot–shell–michelin,"[2, 20, 29]","[112, 3, 40]","[114, 23, 69]",fra
1984,87,anastasio greciano (esp),"+ 2h 20' 51""",reynolds,"[2, 20, 51]","[112, 3, 40]","[114, 23, 91]",esp
1984,88,hendrik devos (bel),"+ 2h 23' 55""",splendor–mondial moquettes–marc,"[2, 23, 55]","[112, 3, 40]","[114, 26, 95]",bel
1984,89,frédéric brun (fra),"+ 2h 25' 08""",peugeot–shell–michelin,"[2, 25, 8]","[112, 3, 40]","[114, 28, 48]",fra
1984,90,eric vanderaerden (bel),"+ 2h 26' 14""",panasonic–raleigh,"[2, 26, 14]","[112, 3, 40]","[114, 29, 54]",bel
1984,91,sean yates (gbr),"+ 2h 26' 41""",peugeot–shell–michelin,"[2, 26, 41]","[112, 3, 40]","[114, 29, 81]",gbr
1984,92,ludo de keulenaer (bel),"+ 2h 28' 49""",panasonic–raleigh,"[2, 28, 49]","[112, 3, 40]","[114, 31, 89]",bel
1984,93,czeslaw lang (pol),"+ 2h 29' 21""",carrera–inoxpran,"[2, 29, 21]","[112, 3, 40]","[114, 32, 61]",pol
1984,94,manuel zeferino (por),"+ 2h 29' 26""",sporting–raposeira,"[2, 29, 26]","[112, 3, 40]","[114, 32, 66]",por
1984,95,allan peiper (aus),"+ 2h 31' 28""",peugeot–shell–michelin,"[2, 31, 28]","[112, 3, 40]","[114, 34, 68]",aus
1984,96,patrick moerlen (sui),"+ 2h 31' 33""",skil–reydel–sem–mavic,"[2, 31, 33]","[112, 3, 40]","[114, 34, 73]",sui
1984,97,jean-louis gauthier (fra),"+ 2h 34' 10""",coop–hoonved,"[2, 34, 10]","[112, 3, 40]","[114, 37, 50]",fra
1984,98,bernardo alfonsel (esp),"+ 2h 35' 25""",teka,"[2, 35, 25]","[112, 3, 40]","[114, 38, 65]",esp
1984,99,alain bondue (fra),"+ 2h 36' 45""",la redoute,"[2, 36, 45]","[112, 3, 40]","[114, 39, 85]",fra
1984,100,frank hoste (bel),"+ 2h 38' 08""",europ decor–boule d'or,"[2, 38, 8]","[112, 3, 40]","[114, 41, 48]",bel
1984,101,jacques hanegraaf (ned),"+ 2h 44' 04""",kwantum–decosol–yoko,"[2, 44, 4]","[112, 3, 40]","[114, 47, 44]",ned
1984,102,jacques bossis (fra),"+ 2h 44' 26""",peugeot–shell–michelin,"[2, 44, 26]","[112, 3, 40]","[114, 47, 66]",fra
1984,103,gerrie knetemann (ned),"+ 2h 47' 58""",europ decor–boule d'or,"[2, 47, 58]","[112, 3, 40]","[114, 50, 98]",ned
1984,104,marc dierickx (bel),"+ 2h 49' 20""",europ decor–boule d'or,"[2, 49, 20]","[112, 3, 40]","[114, 52, 60]",bel
1984,105,francis castaing (fra),"+ 2h 51' 59""",peugeot–shell–michelin,"[2, 51, 59]","[112, 3, 40]","[114, 54, 99]",fra
1984,106,ferdi van den haute (bel),"+ 2h 52' 48""",la redoute,"[2, 52, 48]","[112, 3, 40]","[114, 55, 88]",bel
1984,107,henri manders (ned),"+ 2h 59' 01""",kwantum–decosol–yoko,"[2, 59, 1]","[112, 3, 40]","[114, 62, 41]",ned
1984,108,ad wijnands (ned),"+ 3h 01' 04""",kwantum–decosol–yoko,"[3, 1, 4]","[112, 3, 40]","[115, 4, 44]",ned
1984,109,luc govaerts (bel),"+ 3h 01' 39""",europ decor–boule d'or,"[3, 1, 39]","[112, 3, 40]","[115, 4, 79]",bel
1984,110,christian levavasseur (fra),"+ 3h 03' 04""",la redoute,"[3, 3, 4]","[112, 3, 40]","[115, 6, 44]",fra
1984,111,régis simon (fra),"+ 3h 04' 25""",la redoute,"[3, 4, 25]","[112, 3, 40]","[115, 7, 65]",fra
1984,112,hubert linard (fra),"+ 3h 06' 24""",peugeot–shell–michelin,"[3, 6, 24]","[112, 3, 40]","[115, 9, 64]",fra
1984,113,valerio lualdi (ita),"+ 3h 06' 50""",carrera–inoxpran,"[3, 6, 50]","[112, 3, 40]","[115, 9, 90]",ita
1984,114,claude moreau (fra),"+ 3h 07' 34""",coop–hoonved,"[3, 7, 34]","[112, 3, 40]","[115, 10, 74]",fra
1984,115,patrice thevenard (fra),"+ 3h 09' 16""",sporting–raposeira,"[3, 9, 16]","[112, 3, 40]","[115, 12, 56]",fra
1984,116,paul sherwen (gbr),"+ 3h 24' 48""",la redoute,"[3, 24, 48]","[112, 3, 40]","[115, 27, 88]",gbr
1984,117,michel charreard (fra),"+ 3h 25' 18""",sporting–raposeira,"[3, 25, 18]","[112, 3, 40]","[115, 28, 58]",fra
1984,118,eduardo manuel correia (por),"+ 3h 25' 37""",sporting–raposeira,"[3, 25, 37]","[112, 3, 40]","[115, 28, 77]",por
1984,119,josé antonio xavier (por),"+ 3h 27' 26""",sporting–raposeira,"[3, 27, 26]","[112, 3, 40]","[115, 30, 66]",por
1984,120,modesto urrutibeazcoa (esp),"+ 3h 30' 11""",teka,"[3, 30, 11]","[112, 3, 40]","[115, 33, 51]",esp
1984,121,dominique gaigne (fra),"+ 3h 35' 39""",renault–elf,"[3, 35, 39]","[112, 3, 40]","[115, 38, 79]",fra
1984,122,carlos alberto marta (por),"+ 3h 40' 05""",sporting–raposeira,"[3, 40, 5]","[112, 3, 40]","[115, 43, 45]",por
